customer_id,recency,frequency,monetary,age,tenure,web_visits,store_visits,complaints,returns_pct,loyalty_score,segment_truth
2637,23,12,599.44,80,7.2,24,6,0,0.161,23,Regular
2638,16,8,811.91,38,5.7,31,11,0,0.074,83,Occasional
2639,44,11,649.02,37,0.7,28,8,0,0.091,75,Regular
2640,47,11,84.51,40,8.6,23,7,0,0.011,96,Occasional
2641,64,13,430.89,31,8.4,25,8,1,0.225,56,Dormant
2642,4,19,295.85,25,9.5,28,15,0,0.298,81,Active
2643,46,16,2097.46,51,3.1,23,17,0,0.261,82,VIP
2644,28,15,148.36,51,8.5,16,8,1,0.182,68,Occasional
2645,15,10,475.75,52,5.6,20,14,0,0.03,65,Occasional
2646,7,11,453.86,44,9.8,22,8,0,0.253,22,Active
2647,13,11,740.42,68,9.3,22,9,0,0.188,35,Regular
2648,24,13,524.53,46,0.6,25,9,0,0.243,52,Regular
2649,54,8,387.54,67,7.8,17,7,1,0.029,19,Occasional
2650,11,13,333.11,27,8,12,7,3,0.162,87,Active
2651,35,13,1603.82,66,3.8,21,9,0,0.251,55,Regular
2652,10,12,1282.84,43,8.4,28,13,0,0.177,27,Regular
2653,1,14,789.06,20,6.5,22,5,0,0.102,60,Regular
2654,20,11,58.23,67,1.8,33,8,1,0.084,32,Occasional
2655,8,18,2241.73,53,4.2,36,14,3,0.015,69,VIP
2656,26,13,178.89,42,4.6,18,8,0,0.227,37,Occasional
2657,27,10,581.81,49,7,20,5,1,0.083,29,Occasional
2658,68,14,522.58,58,0.3,23,7,0,0.068,21,Regular
2659,8,14,622.3,45,7.3,20,6,0,0.075,74,Regular
2660,122,12,861.25,18,1.6,25,8,0,0.097,4,Regular
2661,48,11,452.68,51,6.3,19,3,1,0.207,64,Occasional
2662,47,15,924.2,63,4.6,25,7,0,0.129,84,Regular
2663,78,8,495.31,23,3.6,35,7,1,0.093,63,Dormant
2664,24,10,110.65,50,0.2,23,12,0,0.125,90,Occasional
2665,17,14,871.54,18,4.8,19,9,0,0.228,6,Regular
2666,30,10,112.02,64,2.8,21,14,0,0.183,36,Occasional
2667,52,12,296.97,61,0.2,30,5,1,0.026,57,Occasional
2668,15,10,2119.6,38,10,27,8,1,0.181,18,Occasional
2669,19,15,739.19,18,0.2,26,6,0,0.012,23,Regular
2670,45,8,964.85,55,2.6,31,6,0,0.296,99,Occasional
2671,33,7,345.52,32,5.5,18,11,0,0.292,92,Occasional
2672,6,10,267.02,53,7.9,30,2,0,0.196,62,Active
2673,24,12,223.15,41,2.7,21,8,1,0.219,78,Occasional
2674,147,13,688.68,64,7.3,25,7,1,0.294,13,Regular
2675,14,12,495.66,71,6.1,31,9,0,0.082,83,Active
2676,119,8,393.97,31,8.2,32,14,0,0.195,88,Dormant
2677,90,13,902.22,41,0.6,25,5,0,0.099,48,Regular
2678,84,15,101.2,26,7.5,27,5,0,0.256,70,Dormant
2679,6,12,379.76,61,9.9,21,6,0,0.286,10,Active
2680,4,9,724.61,70,2.6,19,9,0,0.233,68,Active
2681,108,8,1882.05,57,2.3,30,9,1,0.283,73,Dormant
2682,9,17,253.79,69,0.9,27,5,1,0.035,22,Active
2683,8,12,187.54,20,1.2,32,7,1,0.037,21,Active
2684,10,9,759.3,67,6.1,22,9,0,0.03,26,Active
2685,7,11,392.74,25,3.9,24,3,1,0.185,56,Active
2686,3,11,388.05,36,1,18,5,1,0.11,8,Active
2687,25,9,138.7,50,8.6,29,5,0,0.26,8,Occasional
2688,53,12,850.01,62,1,27,9,0,0.099,71,Regular
2689,25,8,754.13,18,0.9,26,7,0,0.152,53,Occasional
2690,6,8,625.42,51,8.4,16,11,0,0.009,38,Active
2691,2,17,327.49,59,9.1,34,4,0,0.143,12,Active
2692,139,11,296.69,47,5.7,33,8,1,0.035,71,Dormant
2693,7,7,371.11,46,9.6,30,3,0,0.218,13,Active
2694,80,10,855.34,73,5.1,24,10,0,0.045,78,Dormant
2695,10,17,314.88,19,2.7,27,7,1,0.281,1,Active
2696,78,11,246.68,21,6.9,22,2,1,0.052,43,Dormant
2697,51,7,508.99,57,2.3,23,8,1,0.28,83,Occasional
2698,5,7,276.08,42,2.1,25,10,0,0.254,69,Active
2699,7,10,168.16,25,7.7,30,10,0,0.113,10,Active
2700,1,9,905.08,54,1.2,15,7,0,0.237,91,Active
2701,45,6,1437.57,56,9.8,23,8,1,0.164,22,Occasional
2702,9,13,738.16,37,1,19,14,0,0.18,25,Regular
2703,50,15,464.19,46,7.7,20,7,0,0.173,35,Occasional
2704,19,17,672.67,64,1,19,8,1,0.089,50,Regular
2705,6,10,659.59,47,5.6,18,9,0,0.139,8,Active
2706,26,14,1031.73,45,7.2,27,13,0,0.225,95,Regular
2707,10,10,886.26,59,1.1,31,9,0,0.271,89,Active
2708,4,13,111.29,48,2.4,26,5,0,0.171,26,Active
2709,29,9,355.23,18,5.7,20,14,0,0.218,42,Occasional
2710,45,8,321.37,37,2.3,29,9,0,0.228,62,Occasional
2711,11,13,245.01,46,5.9,23,8,0,0.151,72,Active
2712,5,10,1615.09,47,0.9,26,12,1,0.174,64,Active
2713,4,4,1220.22,22,2.8,23,6,0,0.057,61,Occasional
2714,3,14,360.75,56,6.4,25,4,2,0.063,29,Active
2715,6,15,454.71,27,5.1,21,9,1,0.254,33,Active
2716,7,17,470.17,47,2.4,27,3,2,0.173,19,Active
2717,45,9,174.98,35,3.3,27,6,2,0.169,69,Occasional
2718,19,17,416.73,45,2.9,34,7,1,0.077,21,Occasional
2719,2,16,780.28,35,9.2,33,5,1,0.05,73,Regular
2720,27,11,851.29,37,9.2,25,6,0,0.168,59,Regular
2721,59,15,1200.24,29,2.8,17,10,2,0.127,40,Regular
2722,3,12,773.16,55,8.3,16,7,0,0.13,46,Regular
2723,9,13,274,45,8,25,11,0,0.285,64,Active
2724,8,15,597.55,61,9.8,15,9,1,0.275,76,Regular
2725,23,14,377.14,35,4.1,26,15,0,0.267,71,Occasional
2726,7,5,415.51,22,1.5,21,8,1,0.11,21,Occasional
2727,16,12,661.91,54,7.3,34,5,0,0.059,27,Regular
2728,32,11,494.16,64,7.6,27,10,0,0.179,89,Occasional
2729,18,15,147.8,77,8.6,36,5,1,0.046,22,Occasional
2730,92,12,1896.65,41,0.1,31,8,0,0.167,7,Regular
2731,8,14,529.44,53,0.1,26,4,0,0.21,46,Regular
2732,30,9,532.56,59,9.4,26,8,0,0.234,9,Occasional
2733,19,10,684.61,59,4.2,31,8,0,0.172,62,Occasional
2734,24,12,278.66,56,3.3,30,15,0,0.058,16,Occasional
2735,20,13,1023.31,78,4.7,22,4,1,0.206,47,Regular
2736,14,11,2904.31,50,9.5,26,10,1,0.268,88,Regular
2737,2,8,449.67,66,6.6,34,8,0,0.249,42,Active
2738,24,11,1420.03,37,9.2,34,2,1,0.12,87,Regular
2739,17,16,1039.11,48,6.7,29,9,1,0.001,51,VIP
2740,5,14,412.62,59,2.8,23,6,2,0.03,6,Active
2741,46,12,324.83,25,9.5,25,5,0,0.138,18,Occasional
2742,8,12,93.68,30,6.6,24,12,0,0.276,67,Active
2743,8,10,351.79,61,5.3,29,6,0,0.168,92,Active
2744,3,8,303.15,41,2,31,9,0,0.227,60,Active
2745,23,10,106.69,48,6.6,18,12,0,0.223,19,Occasional
2746,20,9,739.87,24,7.8,27,8,2,0.232,31,Occasional
2747,109,16,342.24,62,5.4,28,10,0,0.223,25,Dormant
2748,5,5,987.86,55,0.2,21,6,0,0.197,60,Occasional
2749,15,10,520.53,51,2.7,20,8,0,0.29,97,Occasional
2750,20,13,250.18,31,4.7,28,5,0,0.093,80,Occasional
2751,19,12,119.25,59,7.1,23,10,1,0.099,19,Occasional
2752,11,18,563.98,50,2,23,12,0,0.189,52,Regular
2753,2,18,51.53,34,8.6,24,10,1,0.263,3,Active
2754,32,7,655.94,51,3.2,23,6,0,0.125,57,Occasional
2755,0,8,114.84,34,6.9,17,5,3,0.173,58,Active
2756,0,12,385.31,36,9.7,15,3,0,0.105,17,Active
2757,61,12,366.88,26,4.4,21,9,0,0.193,57,Dormant
2758,36,15,129.91,69,1.3,34,15,0,0.284,95,Occasional
2759,33,14,538.47,47,7.4,23,7,1,0.252,16,Regular
2760,5,8,450.52,51,7.4,24,6,0,0,45,Active
2761,9,7,538.98,42,1.9,23,6,1,0.179,5,Active
2762,22,13,208.07,53,8.9,20,5,2,0.142,4,Occasional
2763,6,2,1276.49,36,4.7,23,6,0,0.152,20,Occasional
2764,135,18,1594.96,66,3.8,33,7,0,0.148,14,VIP
2765,31,11,81.04,46,5.2,36,6,0,0.032,50,Occasional
2766,3,5,226.57,60,3.7,28,12,0,0.117,28,Occasional
2767,33,9,254.25,47,9.4,29,7,0,0.09,41,Occasional
2768,11,16,289.41,30,0.3,25,12,1,0.129,64,Active
2769,4,16,168.32,39,1,25,6,2,0.031,43,Active
2770,3,22,3097.92,51,8.6,28,12,0,0.199,48,VIP
2771,125,20,158.85,39,1.8,33,11,1,0.169,80,Dormant
2772,18,10,698.63,19,0.2,20,6,2,0.29,79,Occasional
2773,31,7,577.86,48,7.6,24,9,0,0.139,66,Occasional
2774,17,15,222.54,42,0.3,31,5,0,0.15,83,Occasional
2775,16,9,73.1,62,7.1,26,8,0,0.231,30,Occasional
2776,16,12,1232.33,35,8.5,32,7,0,0.167,81,Regular
2777,7,22,190.97,50,8.2,27,9,1,0.029,19,Active
2778,6,13,779.67,47,9.2,25,4,1,0.022,11,Regular
2779,95,6,191.71,46,8.4,26,1,0,0.018,43,Dormant
2780,30,11,1232.91,39,3.7,24,9,1,0.293,31,Regular
2781,0,16,1138.49,48,6.9,26,9,1,0.002,51,VIP
2782,28,16,677.65,42,9.4,27,5,0,0.077,75,Regular
2783,19,16,287.27,78,3,26,11,0,0.196,52,Occasional
2784,22,20,755.35,69,5.8,19,10,1,0.011,23,Regular
2785,8,9,232.83,57,7.2,33,8,0,0.097,84,Active
2786,26,11,211.55,57,6.5,25,11,0,0.059,45,Occasional
2787,39,8,497.37,64,3.6,20,4,0,0.105,52,Occasional
2788,0,16,497.34,56,0.2,26,9,1,0.015,68,Active
2789,17,12,696.57,70,7,22,6,1,0.252,77,Regular
2790,12,7,898.79,59,3.8,27,6,0,0.075,88,Active
2791,28,14,215.82,32,5.6,27,9,1,0.242,18,Occasional
2792,52,22,387.69,72,0.6,29,7,0,0.04,97,Occasional
2793,3,12,360.51,30,2.9,27,4,0,0.044,95,Active
2794,29,10,254.96,55,9.6,26,12,1,0.295,88,Occasional
2795,47,10,180.96,30,6.8,24,7,1,0.262,34,Occasional
2796,0,12,891.4,63,0.5,18,7,0,0.192,89,Regular
2797,6,12,1265.56,44,8.4,28,11,1,0.003,85,Regular
2798,19,15,708.94,39,6.2,24,13,0,0.076,67,Regular
2799,6,15,271.64,54,6.4,25,5,0,0.186,54,Active
2800,1,13,1929.02,54,0.9,34,8,1,0.145,1,Regular
2801,1,17,698.6,47,2,30,5,1,0.229,2,Regular
2802,28,10,181.77,48,10,23,7,0,0.236,24,Occasional
2803,28,12,1409.06,27,7.2,21,6,0,0.108,23,Regular
2804,62,19,838.74,24,8.7,23,7,1,0.263,29,Regular
2805,36,10,878.65,67,7.1,35,4,1,0.035,95,Occasional
2806,36,14,494.75,52,6.2,15,8,0,0.224,71,Occasional
2807,1,10,307.52,67,8.9,16,9,2,0.191,57,Active
2808,24,11,903.05,36,8.2,26,9,1,0.095,72,Regular
2809,20,9,746.36,50,3,37,7,0,0.127,62,Occasional
2810,3,7,753.06,33,1.3,24,4,0,0.142,17,Active
2811,50,10,144.59,62,8.4,36,10,0,0.005,12,Occasional
2812,45,5,2696.28,34,1.4,29,5,0,0.101,51,Occasional
2813,17,11,1125.08,64,2.5,26,5,2,0.18,60,Regular
2814,22,12,185.78,60,3.8,23,8,1,0.141,3,Occasional
2815,24,18,235.45,18,8.4,24,13,1,0.234,49,Occasional
2816,6,16,1248.64,37,5.5,31,4,1,0.086,45,VIP
2817,2,9,522.6,71,5.1,26,7,2,0.125,92,Active
2818,8,5,675.61,44,8.3,33,8,0,0.109,90,Occasional
2819,16,13,439.57,38,0.6,27,9,0,0.085,76,Occasional
2820,0,8,296.12,55,4.5,25,4,0,0.28,90,Active
2821,79,15,672.13,33,1.9,23,9,2,0.143,48,Regular
2822,52,11,307.67,43,3,20,10,0,0.003,7,Occasional
2823,41,13,479.96,28,2.9,28,8,1,0.198,45,Occasional
2824,103,15,1056.77,40,3.1,31,12,0,0.204,1,Regular
2825,4,16,409.75,56,0.7,20,8,1,0.055,9,Active
2826,47,9,412.48,39,5.7,26,7,1,0.099,97,Occasional
2827,6,10,825.02,52,8.6,22,10,0,0.247,64,Active
2828,51,13,305.33,44,6,30,4,0,0.277,51,Occasional
2829,57,13,1994.81,28,2.1,21,11,1,0.252,45,Regular
2830,1,6,1747.17,36,8.9,28,8,1,0.224,96,Active
2831,0,6,499.35,42,1,30,5,1,0.278,97,Active
2832,31,9,209.89,25,5.3,22,15,1,0.134,70,Occasional
2833,27,10,344.5,50,6,21,7,1,0.252,87,Occasional
2834,49,9,249.56,30,1.5,27,8,0,0.228,7,Occasional
2835,33,14,454.76,51,4.2,25,14,1,0.211,27,Occasional
2836,12,10,117.77,38,4.3,28,4,0,0.13,12,Active
2837,27,9,759.72,19,8.4,28,9,0,0.166,34,Occasional
2838,27,9,139,53,6.6,32,11,1,0.191,46,Occasional
2839,13,6,257.67,73,4.3,17,7,0,0.28,31,Active
2840,41,9,341.43,50,2.3,29,9,0,0.057,43,Occasional
2841,46,11,523.57,67,8.1,25,5,0,0.044,40,Regular
2842,26,14,127.94,32,9.9,33,7,0,0.278,73,Occasional
2843,11,10,169.54,30,5.1,21,9,0,0.133,98,Active
2844,9,11,275.08,56,1.9,27,5,2,0.293,76,Active
2845,25,24,408.05,45,5.5,21,12,2,0.218,50,Occasional
2846,4,9,433.15,71,9,31,12,2,0.153,56,Active
2847,3,16,531.17,59,8.3,28,6,0,0.277,40,Regular
2848,7,10,149.03,56,3.2,23,10,0,0.052,34,Active
2849,37,10,512.63,54,3,33,7,0,0.166,38,Occasional
2850,89,9,132.87,50,7.4,30,9,1,0.261,8,Dormant
2851,13,18,282.2,46,0.3,25,9,0,0.204,80,Active
2852,15,12,451.15,57,7,22,17,0,0.272,29,Occasional
2853,17,11,460.99,44,5.7,16,9,1,0.058,5,Occasional
2854,3,10,474.93,50,3.3,26,9,0,0.13,52,Active
2855,36,14,1106.12,48,3.9,27,11,0,0.215,50,Regular
2856,29,7,217.75,26,4.2,17,9,1,0.169,4,Occasional
2857,5,13,554.3,49,9.3,21,12,0,0.224,96,Regular
2858,32,9,462.31,38,6,31,12,1,0.073,4,Occasional
2859,11,11,1073.64,65,9.1,32,8,0,0.097,66,Regular
2860,35,12,3820.12,46,7.1,23,4,0,0.238,42,Regular
2861,41,9,1089.68,52,7.4,26,6,0,0.168,73,Occasional
2862,15,12,408.07,56,3.2,16,8,0,0.16,4,Occasional
2863,18,10,749.29,40,6.8,35,6,1,0.044,18,Occasional
2864,20,7,218.67,18,6,27,8,0,0.122,83,Occasional
2865,15,8,188.81,19,5.2,21,12,0,0.118,1,Occasional
2866,7,10,951.93,66,5.2,25,9,0,0.083,3,Active
2867,39,9,460.62,42,0.5,34,8,0,0.268,55,Occasional
2868,37,13,570.13,38,1.3,20,8,0,0.258,47,Regular
2869,2,16,298.5,49,3.3,32,11,0,0.071,97,Active
2870,96,13,491.65,25,2,31,8,0,0.116,10,Dormant
2871,23,15,151.56,57,7.1,24,9,0,0.252,96,Occasional
2872,10,10,155.48,65,2.9,27,10,1,0.08,87,Active
2873,13,12,440.04,40,4.8,23,7,0,0.072,20,Active
2874,96,9,186.45,47,5.2,21,6,0,0.229,82,Dormant
2875,15,12,1331.58,18,1.2,25,7,0,0.115,80,Regular
2876,31,11,437.89,41,0.1,24,6,0,0.292,18,Occasional
2877,13,9,608.07,49,5.4,28,4,1,0.102,87,Active
2878,1,18,206.68,49,5.3,25,6,0,0.274,66,Active
2879,38,18,140.68,59,3.4,30,8,0,0.139,80,Occasional
2880,16,17,1010.3,48,2.8,20,16,1,0.032,7,VIP
2881,46,8,216.13,38,6.9,29,6,1,0.214,76,Occasional
2882,8,12,791.99,40,0,34,8,2,0.283,32,Regular
2883,25,11,683.52,54,8.7,30,7,0,0.009,88,Regular
2884,20,15,355.91,66,6.1,20,7,0,0.145,60,Occasional
2885,51,17,938.39,48,4.3,16,8,0,0.038,24,Regular
2886,4,7,654.26,59,9.3,14,5,0,0.275,9,Active
2887,5,15,3023.6,72,5.4,19,6,0,0.053,66,Regular
2888,24,14,449.85,57,8.6,31,11,0,0.215,98,Occasional
2889,7,8,576.7,41,3.5,21,7,1,0.159,57,Active
2890,10,13,358.28,41,2.4,28,8,0,0.141,25,Active
2891,31,11,185.87,18,9.2,23,11,1,0.209,99,Occasional
2892,13,10,582.37,43,5.5,21,10,0,0.212,55,Active
2893,13,10,162.24,40,0.6,19,10,0,0.258,73,Active
2894,19,11,574.79,39,3.8,15,10,0,0.024,76,Regular
2895,41,9,699.95,39,5.2,21,11,0,0.296,5,Occasional
2896,12,14,269.95,43,9,17,7,0,0.159,56,Active
2897,38,8,244.39,53,7.3,33,10,1,0.2,75,Occasional
2898,66,12,3513.62,21,8.8,24,5,0,0.212,32,Regular
2899,7,12,508.98,24,4.6,21,11,0,0.001,74,Regular
2900,125,12,1351.35,62,4.9,30,5,0,0.123,44,Regular
2901,11,16,346.05,22,7.5,27,10,0,0.22,65,Active
2902,34,10,2273.21,66,2.2,32,8,0,0.066,72,Occasional
2903,5,8,293.01,60,6.1,27,8,0,0.294,42,Active
2904,22,14,499.98,69,4.2,21,4,0,0.257,70,Occasional
2905,19,11,348.15,64,5.9,27,13,1,0.04,99,Occasional
2906,72,14,374.17,60,2.3,28,8,1,0.094,39,Dormant
2907,26,11,273.84,60,5.1,26,9,0,0.077,15,Occasional
2908,42,14,442.8,37,5.8,26,9,1,0.058,63,Occasional
2909,10,11,556.19,37,3.6,23,11,1,0.158,94,Regular
2910,8,17,225.33,63,5.6,23,5,0,0.198,78,Active
2911,111,15,323.1,51,4.5,18,8,0,0.045,50,Dormant
2912,43,7,131.19,63,2.6,23,8,1,0.011,50,Occasional
2913,18,14,1182.89,44,3.7,33,11,0,0.222,79,Regular
2914,2,11,414.18,67,4.6,28,14,0,0.035,25,Active
2915,17,6,524.67,19,2.4,28,12,0,0.241,41,Occasional
2916,20,18,99.16,63,1.8,27,7,1,0.27,67,Occasional
2917,11,7,1773.47,34,2.8,29,9,1,0.207,90,Active
2918,37,18,292.59,73,6.2,37,6,0,0.201,90,Occasional
2919,87,17,2599.75,68,8.8,18,3,0,0.271,52,VIP
2920,3,10,1645.4,19,9.3,16,4,1,0.084,14,Active
2921,15,14,313.68,50,2.9,29,8,1,0.179,9,Occasional
2922,4,6,95.86,71,1.4,29,9,1,0.284,58,Active
2923,2,11,232.14,39,1.3,24,6,1,0.016,35,Active
2924,0,9,348.57,39,5.7,24,9,0,0.146,24,Active
2925,196,5,511.99,40,8.8,24,9,0,0.074,93,Dormant
2926,49,17,2188.1,67,3.9,26,7,0,0.039,96,VIP
2927,12,13,1231.52,52,4.6,20,9,0,0.184,1,Regular
2928,13,9,364.65,37,5.3,19,6,0,0.257,2,Active
2929,60,8,497.85,57,0.8,29,6,0,0.269,13,Occasional
2930,63,7,952.44,58,3.3,22,5,1,0.126,95,Dormant
2931,70,15,189.14,37,9.9,19,10,1,0.24,4,Dormant
2932,18,15,1162.56,41,0.1,32,10,0,0.187,6,Regular
2933,2,10,892.52,41,4.1,24,6,1,0.114,41,Active
2934,59,32,580.35,70,9,16,7,1,0.081,37,Regular
2935,8,11,278.35,37,0.9,22,5,0,0.029,64,Active
2936,3,15,1265.66,40,2.4,14,9,1,0.114,11,Regular
2937,23,15,2185.42,49,4.1,28,6,1,0.23,65,Regular
2938,12,9,1730.06,29,6.2,29,7,0,0.21,11,Active
2939,31,11,163.47,67,10,25,9,0,0.158,30,Occasional
2940,51,7,446.8,37,8,32,8,0,0.175,45,Occasional
2941,33,8,177.37,18,2.3,19,1,0,0.126,2,Occasional
2942,33,12,387.89,71,6.4,31,5,0,0.053,39,Occasional
2943,24,8,1882.66,36,2,44,10,2,0.033,24,Occasional
2944,15,13,341.61,49,2.3,28,9,1,0.294,36,Occasional
2945,30,19,707.36,45,5.7,26,7,1,0.262,64,Regular
2946,95,13,1602.82,65,1.8,27,5,0,0.161,13,Regular
2947,25,7,332.41,43,4.7,24,4,0,0.184,32,Occasional
2948,1,16,687.45,56,9.1,29,10,1,0.206,4,Regular
2949,48,17,1386.29,69,5.7,25,4,0,0.197,33,VIP
2950,10,9,911.48,23,7.1,28,8,1,0.123,36,Active
2951,104,11,242.63,36,1.7,25,4,0,0.288,62,Dormant
2952,15,12,313.88,58,8.3,22,3,0,0.283,70,Occasional
2953,43,10,1281.48,28,6.8,24,6,0,0.293,100,Occasional
2954,107,11,207.87,53,8.5,34,7,1,0.002,71,Dormant
2955,5,15,276.86,45,7.3,27,13,0,0.11,77,Active
2956,1,8,1407.45,46,9.5,32,4,1,0.163,52,Active
2957,12,11,1341.55,79,4.4,22,8,0,0.162,28,Regular
2958,33,10,547.1,43,2.4,24,8,0,0.123,57,Occasional
2959,34,19,598.49,43,8.8,27,7,0,0.109,51,Regular
2960,24,10,674.18,50,0.7,24,9,0,0.273,49,Occasional
2961,38,14,222.6,35,2.6,22,11,2,0.296,23,Occasional
2962,7,13,962.44,37,9.7,12,12,0,0.046,70,Regular
2963,13,9,938.85,37,5.1,14,10,1,0.262,81,Active
2964,12,8,1113.92,64,2.7,30,16,1,0.15,5,Active
2965,6,10,921.85,28,4.1,21,8,0,0.263,19,Active
2966,8,8,352.04,46,2,27,13,0,0.241,8,Active
2967,18,6,650.35,55,4.8,27,5,0,0.003,4,Occasional
2968,6,14,248.29,22,5.6,26,5,0,0.049,27,Active
2969,62,14,278.96,38,7.2,23,10,0,0.145,61,Dormant
2970,3,7,66.25,52,9.1,25,11,2,0.066,91,Active
2971,2,12,1423.54,35,7.4,36,6,0,0.042,93,Regular
2972,12,16,251.13,19,6.5,16,7,1,0.007,70,Active
2973,5,15,193.39,28,0.4,22,16,3,0.031,64,Active
2974,33,8,643.49,45,9.2,32,4,2,0.01,13,Occasional
2975,132,8,196.56,27,7.6,25,8,0,0.158,17,Dormant
2976,70,9,669.22,35,0.6,25,9,0,0.202,87,Dormant
2977,8,19,688.03,66,2.6,23,8,0,0.146,51,Regular
2978,31,13,166.03,45,7.8,19,9,0,0.299,70,Occasional
2979,172,12,964.29,33,7.1,17,8,0,0.287,53,Regular
2980,20,6,208.73,65,6.5,23,11,0,0.032,97,Occasional
2981,9,12,178.47,37,3.3,27,9,0,0.105,46,Active
2982,70,16,141.12,43,8.2,18,4,1,0.054,64,Dormant
2983,37,6,138.31,61,7.7,20,9,1,0.265,57,Occasional
2984,43,11,642.42,40,7,21,9,2,0.116,6,Regular
2985,10,14,305.99,40,4.2,24,4,0,0.195,33,Active
2986,28,14,680.09,42,1.9,16,9,0,0.229,4,Regular
2987,16,8,238.77,61,4.3,19,9,0,0.253,95,Occasional
2988,16,16,233.09,23,7.4,35,13,0,0.104,62,Occasional
2989,1,13,2103.62,24,0.9,17,6,1,0.008,98,Regular
2990,10,11,237.19,45,7.1,30,7,1,0.006,79,Active
2991,1,9,953.12,18,6.6,26,4,1,0.194,5,Active
2992,62,12,128.42,41,9.7,23,10,0,0.007,13,Dormant
2993,22,10,395.47,36,1,24,11,0,0.202,88,Occasional
2994,113,14,170.92,49,0.1,27,13,2,0.218,18,Dormant
2995,37,21,244.94,33,8.5,21,7,0,0.161,51,Occasional
2996,63,20,1775.91,40,5.6,18,11,0,0.07,64,VIP
2997,40,13,444.29,28,7.5,24,7,0,0.284,11,Occasional
2998,2,12,1164.45,80,8.8,23,9,0,0.277,69,Regular
2999,7,8,1163.33,56,9.3,21,14,1,0.209,31,Active
3000,39,10,2556.83,30,6.1,18,9,0,0.283,96,Occasional
3001,44,6,370.6,33,3.9,24,3,1,0.034,95,Occasional
3002,6,12,1207.56,52,5.1,23,9,0,0.026,43,Regular
3003,90,11,404.74,37,0.3,25,8,0,0.235,1,Dormant
3004,6,9,127.21,20,3.8,28,8,0,0.023,26,Active
3005,56,9,425.82,18,10,20,12,0,0.005,41,Occasional
3006,14,9,553.53,42,5.8,36,6,1,0.118,5,Active
3007,73,8,1399.43,53,3.8,27,9,0,0.049,85,Dormant
3008,73,11,316.37,36,9.5,32,6,0,0.248,36,Dormant
3009,28,11,1666.4,19,6.8,31,10,1,0.047,21,Regular
3010,23,13,385.09,23,7.1,18,7,1,0.171,23,Occasional
3011,7,17,343.17,51,4.7,34,12,0,0.058,77,Active
3012,15,10,249.34,40,7.6,28,6,1,0.136,36,Occasional
3013,23,11,498.99,18,1,23,10,0,0.196,82,Occasional
3014,15,15,258.11,60,8,24,6,1,0.299,26,Occasional
3015,3,20,231.66,35,3.5,30,7,0,0.001,66,Active
3016,12,12,519.31,76,5.4,30,11,2,0.264,79,Regular
3017,6,16,325.13,24,2.8,29,9,0,0.179,76,Active
3018,6,8,141.61,46,7.1,26,13,0,0.069,8,Active
3019,23,14,1739.29,28,2.2,39,3,0,0.291,56,Regular
3020,49,10,170.19,41,8.9,25,10,0,0.231,16,Occasional
3021,14,18,810.84,51,3.5,24,4,0,0.085,33,Regular
3022,146,9,360.39,57,1.6,22,9,2,0.018,98,Dormant
3023,26,9,1325.58,37,9.6,29,10,0,0.247,75,Occasional
3024,31,14,711.86,42,2.8,23,6,0,0.172,83,Regular
3025,12,9,308.69,18,6.3,28,4,0,0.18,67,Active
3026,115,13,1553.35,44,0.5,21,9,0,0.241,93,Regular
3027,11,7,353.04,45,4.3,36,11,0,0.11,41,Active
3028,38,10,841.52,67,3.6,25,6,0,0.057,27,Occasional
3029,9,13,1656.37,37,5.8,34,10,0,0.079,25,Regular
3030,16,11,1074.23,34,0,28,5,0,0.136,60,Regular
3031,12,20,1174.07,54,3.4,32,4,0,0.126,24,VIP
3032,29,12,216.25,50,8.1,25,5,1,0.026,13,Occasional
3033,6,7,906.61,27,4.9,20,9,0,0.172,60,Active
3034,38,10,177.92,29,9.1,26,7,0,0.149,17,Occasional
3035,1,10,409.65,48,3.4,25,4,0,0.023,11,Active
3036,39,11,1404.98,52,3.5,28,3,0,0.034,95,Regular
3037,62,4,285.19,40,8.4,24,6,0,0.026,86,Dormant
3038,4,16,711.02,60,4,27,8,0,0.14,67,Regular
3039,38,12,470.96,39,5.5,32,14,0,0.047,54,Occasional
3040,9,7,150.32,59,5.7,25,8,0,0.208,7,Active
3041,12,17,236.06,45,9.1,29,7,1,0.177,58,Active
3042,16,12,1092.24,48,5.5,26,7,1,0.244,90,Regular
3043,49,10,529.15,51,2,23,15,0,0.005,63,Occasional
3044,31,16,597.69,41,0.9,32,12,1,0.165,56,Regular
3045,8,7,669.68,46,7.1,14,10,1,0.024,76,Active
3046,74,15,373.65,36,6.1,33,6,1,0.192,88,Dormant
3047,30,16,465.12,49,9,20,5,0,0.045,24,Occasional
3048,8,14,294.33,42,6.3,24,7,0,0.137,23,Active
3049,9,17,526.73,41,6.8,34,4,0,0.098,34,Regular
3050,29,15,912.99,60,6.8,21,8,2,0.192,16,Regular
3051,5,13,395.97,45,2.2,34,8,3,0.113,7,Active
3052,31,10,156.04,66,8.6,22,6,0,0.042,56,Occasional
3053,16,13,1458.07,43,1.7,25,5,1,0.013,6,Regular
3054,17,10,56.76,47,2.8,21,9,0,0.221,78,Occasional
3055,139,11,397.15,30,4.5,24,13,0,0.274,13,Dormant
3056,11,18,642.93,40,8.5,19,10,0,0.126,25,Regular
